375,Arthur W. Upfield
376,Christopher Rice
377,Rex Stout
378,Joan Anderson
379,Vance Havner
380,Warren W. Wiersbe
381,Max Lucado
382,Larry Crabb
383,Barry Neil Kaufman
384,Bob Sjogren
385,Frederick J. Moody
386,Neal Pirolo
387,William Sleator
388,Antoine De Saint-Exupery
389,Richard Bach
390,Kevin Sullivan
391,Michele Morgan
392,Scott Cunningham
393,David Allen Hulse
394,Richard Webster
395,Bernard King
396,Pat Hutchins
397,William Shakespeare
398,Roma Gill
399,Melissa McClone
400,Cheryl St. John
401,Lewis Carroll
402,Martin Gardner
403,Mark Twain
404,Mary Crow Dog
405,Richard Erdoes
406,Linda Gordon
407,Florence King
408,Alice Sebold
409,Spalding Gray
410,Thomas Harris
411,Edward Rutherfurd
412,Margaret Atwood
413,Dorothy Allison
414,Maya Angelou
415,Edith Wharton
416,Mary Brave Bird
417,John G. Neihardt
418,Vine Deloria Jr
419,Roland Warren
420,Johnny Molloy
421,James McCourt
422,Wayne Koestenbaum
423,Elizabeth Wurtzel
424,Bill Bradley
425,Don Miguel Ruiz
426,Paul Lester
427,Leo Tolstoy
428,Simon Nye
429,Robert A Johnson
430,Marc Gascoigne
431,Stephanie Maze
432,Sandra Dallas
433,Anne McCaffrey
434,David Gemmell
435,Laura Zigman
436,Margaret Truman
437,Mark C. Young
438,Paula Danziger
439,Tony Ross
440,Richard A. Lupoff
441,Bruce Coville
442,Carrie A. Bebris
443,Ellen Carol Dubois
444,Candice F. Ransom
445,Sam Bobrick
446,Julie Stein
447,Price Stern Sloan
448,"Anna,"
449,"Vogel, Malvina (Editor) Sewell"
450,Marian Leighton
451,Donna K. Grosvenor
452,James L. Stanfield
453,Mary Wollstonecraft Shelley
454,D. J. Arneson
455,Eva Clif
456,Valerie Block
457,Luanne Rice
458,Ellen Gilchrist
459,Tim Gautreaux
460,Richard Russo
461,Jostein Gaarder
462,Anna Quindlen
463,Diane Johnson
464,Wally Lamb
465,Adeline Yen Mah
466,Barbara Ehrenreich
467,Dorothy Dunnett
468,John LeCarre
469,Singer Media Corporation
470,Emily Dickinson
471,Hazel Harrison
472,Joseph Girzone
473,Joseph F. Girzone
474,Lorraine Anderson
475,Ad Hudler
476,Josephine Carlton
477,Ted L. Nancy
478,Jerry Seinfeld
479,Francis Wheen
480,Ellen Rimbauer
481,Joyce Reardon
482,Steven Rimbauer
483,Sidney Sheldon
484,Christopher Moore
485,Pamela Johnson
486,Robert Lacey
487,Tim Dorsey
488,Jodi Compton
489,Elmore Leonard
490,Lynn Coady
491,John Lawton
492,Eileen Yin-Fei Lo
493,Tilden Edwards
494,Vikram Seth
495,Elizabeth Gaskell
496,Elizabeth Porges Watson
497,Anita Diamant
498,Lauren Haney
499,Gerald Stern
500,Martha Grimes
501,Henry James
502,Sarah Orne Jewett
503,William Carlos Williams
504,Rh Value Publishing
505,Harry Kemelman
506,Mil Millington
507,Suzanne G. Farnham
508,Joseph P. Gill
509,R. Taylor McLean
510,Czeslaw Milosz
511,Margaret Guenther
512,Roberto Juarroz
513,Mary Crow
514,Hans Kmoch
515,Barnie F. Winkelman
516,Emma Mclaughlin
517,Nicola Kraus
518,Paul Jennings
519,Mark E. Neely Jr
520,Stephen J. Weininger
521,Frank R. Stermitz
522,Larry Katzenstein
523,David Steinman
524,Alfie Kohn
525,Paula Polk Lillard
526,David Lewis
527,Billie Livingston
528,Adele Lang
529,Jen Banbury
530,Patricia Daniels Cornwell
531,Catherine Coulter
532,Dominick Dunne
533,Clive Cussler
534,John Pascal
535,Carl Hiaasen
536,Diane Stevenson
537,Jonathan Safran Foer
538,Francesca Marciano
539,Julia Glass
540,Tawni O'Dell
541,Jennifer Weiner
542,Danielle Steel
543,Leon Hale
544,Russell Banks
545,Samuel Taylor Coleridge
546,BRADLEY P WARSHAUER
547,Bradley P. Warshauer
548,Bobbie Ann Mason
549,Karen Robards
550,Emma Lathen
551,Faye Kellerman
552,Jacquelyn Mitchard
553,Diane Mott Davidson
554,Candace Bushnell
555,Kristin Hannah
556,Michael Marshall
557,Allen Widome
558,Wilbur Smith
559,Mike Thaler
560,Jared Lee
561,Michael Slade
562,John Sandford
563,John Camp
564,Tami Hoag
565,Ted Dekker
566,Angela Hunt
567,C. S. Lewis
568,C. S Lewis
569,Will Eisner
570,Robin Cook
571,E. Lynn Harris
572,Linda Goodman
573,Anne Rice
574,Judith Rossner
575,Marilyn French
576,Wayne W. Dyer
577,Armistead Maupin
578,Julie Morgenstern
579,Peter Straub
580,James Maybrick
581,Shirley Harrison
582,Barbara Taylor Bradford
583,Lisa Jackson
584,Sharyn McCrumb
585,Cokie Roberts
586,Shana Corey
587,Mark Teague
588,Jesse S. Ostrow
589,Charles Shaw
590,Justine Korman
591,Bill Langley
592,Ron Dias
593,Walt Disney P
594,Patricia Reilly Giff
595,Beverly Cleary
596,K.A. Applegate
597,Jane Yolen
598,Golden Books
599,Marvin Miller
600,Craig Boldman
601,H. G. Wells
602,Raymond James
603,Jim Deal
604,Bobbie Kalman
605,Mercedes Lackey
606,Dorothy Gilman
607,MoveOn.org
608,Christopher Finch
609,Charles Frazier
610,Julia Spencer-Fleming
611,Fannie Flagg
612,Laura Ingall Wilder
613,Brooke Zimmer
614,John Fontana
615,Lisa Gardner
616,Tracy Dockray
617,Gertrude Chandler Warner
618,Lynn S. Hightower
619,Eric Schlosser
620,Suzanne Brockmann
621,Gail Carson Levine
622,Frances Kuffel
623,Susan Conant
624,David Schickler
625,Judith McNaught
626,JANET EVANOVICH
627,Sylvia Plath
628,Ilona Koidahl
629,Fern Michaels
630,Betsy Byars
631,Bruce Sterling
632,Sarah Ban Breathnach
633,Alice Hoffman
634,Lisa Scottoline
635,Spencer Johnson
636,Kenneth Blanchard
637,David Feldman
638,Kas Schwan
639,Richard Bausch
640,Katie Fforde
641,James Burke
642,Bliss Broyard
643,Sara Paretsky
644,Charles Webb
645,Elizabeth Benedict
646,Stanley Morison
647,Brooke Crutchley (editor)
648,Mike P
649,Henry Miller
650,David Whyte
651,Thomas Cummings
652,Warren Bennis
653,Gretchen M. Spreitze
654,Martha Beck
655,Desmond Tutu
656,Clayborne Carson
657,Kris Shepard
658,Andrew Young
659,Jack Kerouac
660,Ann Charters
661,Martin Buber
662,Walter Kaufmann
663,Niccolò Machiavelli
664,N. H. Thompson
665,Paul Monette
666,Ernest Hemingway
667,Melody Carlson
668,Alisa Kwitney
669,Billie Letts
670,Melissa Bank
671,Rena Kornreich Gelissen
672,Heather Dune Macadam
673,Moon Unit Zappa
674,Ted Mooney
675,Susan Wiggs
676,Gwyn Hyman Rubio
677,Elisabeth Robinson
678,Audrey Niffenegger
679,Tim Farrington
680,Chaim Potok
681,Scott Spencer
682,V. S. Naipaul
683,Jean Giono
684,Anne-Marie Marina-Médiavilla
685,Alain-Fournier
686,Daniel Leuwers
687,Erich Maria Remarque
688,Alzir Hella
689,Olivier Bournac
690,Roy Lewis
691,René Barjavel
692,Alexandra David-Néel
693,Charles Baudelaire
694,Marie-Jeanne Durry
695,Yves Florenn
696,Jacques Chambon
697,Henri Robillot
698,Radiguet
699,Emile Zola
700,Henri Mitterand
701,Willi Glasauer
702,Louis Pergaud
703,Collectif
704,Robert A. (Anson) Heinlein
705,Sten Nadolny
706,Cheryl Benard
707,Edit Schlaffer
708,Christa Wichterich
709,John Blofeld
710,Christine Obbo
711,Peter B Heim
712,Hera Lind
713,Jane Hamilton
714,Jack Higgins
715,Max Allan Collins
716,David Guterson
717,Bernhard Schlink
718,Carol Brown Janeway
719,Eric Jerome Dickey
720,Patricia Gaffney
721,Richard Paul Evans
722,Marc Levy
723,Laney Katz Becker
724,Vladimir Nabokov
725,Jennifer Lauck
726,Joe Keenan
727,Jeanne Ray
728,Tony Parsons
729,Jane McCafferty
730,"Laura Esquivel,Cathleen Toelke,Carol &amp"
731,Thomas
732,J.R.R. Tolkien
733,Venise Berry
734,Jan Karon
735,Cormac McCarthy
736,Carol Higgins Clark
737,Andrew Gross
738,Travis Thrasher
739,John McEnroe
740,John Kaplan
741,Sally Mandel
742,Linda Lay Shuler
743,Janet Dailey
744,Claude Lanzmann
745,Simone De Beauvoir
746,Lemony Snicket
747,Brett Helquist
748,Matthew Thomas
749,Boris Vian
750,Noël Arnaud
751,Claude Couffon
752,Luis Sepulveda
753,Hubert Selby
754,Jacob Weisberg
755,David Lodge
756,Lily Seafield
757,Philip Ardagh
758,Iain Banks
759,David Crombie
760,John Steinbeck
761,Michael O'Mara
762,Richard Brassey
763,William Vance
764,Jean Van Hamme
765,R. W. Holder
766,From The Editors Of Southwater
767,Bernard Werber
768,Andy Sloss
769,Allan Zola Kronzek
770,Elizabeth Kronzek
771,Charles L Squire
772,Gordon Jarvie
773,Alan Spence
774,Helene Siegel
775,Karen Gillingham
776,A A Milne
777,A. A. Milne
778,Eric Thompson
779,Elizabeth Strout
780,David Sedaris
781,Leslie Feinberg
782,Chris Anne Wolfe
783,Lauren Sanders
784,Gael Baudino
785,Lauren Maddison
786,Carol Anshaw
787,Jean Stewart
788,Emma Donoghue
789,Deborah E. McDowell
790,Karen X. Tulchinsky
791,Jill Thompson
792,Jody Seay
793,Manda Scott
794,Jeff Foxworthy
795,Terry Brooks
796,A.C. Crispin
797,Madelyn Arnold
798,Tamora Pierce
799,Carolyn Chute
800,Sara Orwig
801,Melisa Michaels
802,Isobel Bird
803,Frederik Pohl
804,C. M. Kornbluth
805,Vonda McIntyre
806,John Varley
807,Nancy Garden
808,Nicola Griffith
809,Julie Campbell
810,Lee Smith
811,Jacqueline Woodson
812,Pat Summitt
813,Richard Belzer
814,Nick Hornby
815,Andrew L Johnson
816,Marian Babson
817,Kathleen O'Neal Gear
818,W. Michael Gear
819,Paul Phifer
820,Peter Hoeg
821,Erma Bombeck
822,John Mortimer
823,E.L. Doctorow
824,Simon Schama
825,Frank Waters
826,Karen Hesse
827,Kenneth Oppel
828,S.D. Schindler
829,Carol Ryrie Brink
830,Richard Mantel
831,K. A. Applegate
832,Pauline Baynes
833,Shelly Roberts
834,Diane Duane
835,Carolee Brockman
836,Rachel Roberts
837,Shelley Roberts
838,Lensey Namioka
839,Jackie Eileen Behrend
840,Andrew Clements
841,Brian Selznick
842,Lois Lowry
843,Brother Yun
844,Paul Hattaway
845,Katherine Khodorowsky
846,Milena Moser
847,Patricia Highsmith
848,Gabriele Conrad
849,Lore Straßl
850,Jürgen Speh
851,Till R. Lohmeyer
852,Gabriele
853,Stephen R. Donaldson
854,Todd Herzog
855,Sander Gilman
856,John Borneman
857,Robert S. McElvaine
858,Bram Stoker
859,Michael A. Stackpole
860,Langston Hughes
861,Carol Matthews
862,Carole Matthews
863,Jacqueline L. Tobin
864,Raymond G. Dobard
865,Maude S. Wah
866,Marion Zimmer Bradley
867,Andrei Codrescu
868,Carolyne Aarsen
869,Jack Chapman
870,Anthony J Alessandra
871,Charles R Swindoll
872,Orson Scott Card
873,V. A. Howard
874,J. H. Barton
875,Steve Pieczenik
876,Walter P. Wilson
877,Bruce Fries
878,Marty Fries
879,Rush Limbaugh
880,Anne Dingus
881,Kate Chopin
882,Kirk Kazanjian
883,Donald Merriam Allen
884,William R. Maples
885,Michael Browning
886,Carl Hausman
887,Richard Peck
888,Michael Connelly
889,John Lescroart
890,John Jakes
891,Alice McDermott
892,Hilary Bailey
893,Howard Fast
894,Jessica Fletcher
895,Donald Bain
896,Eileen Goudge
897,Arnette Lamb
898,Piers A. Jacob
899,Michael Schulte
900,Walter Cronkite
901,Tom Mula
902,Lois Faye Dyer
903,Sharon Lamb
904,Sir Arthur Conan Doyle
905,Agatha Christie
906,Mark Cohen
907,Sherry Shahan
908,Betsy Haynes
909,Helen R. Myers
910,Della Rowland
911,Irving Adler
912,Elizabeth Peters
913,Shirlee Busbee
914,Emily Brontë
915,Frank Peretti
916,John A. Keel
917,Jan Gabriel
918,Rebecca Winters
919,Meg Cabot
920,Tanith Lee
921,Cathy Thacker
922,Richard Burton
923,Beverly Hastings
924,Savinien Cyrano De Bergerac
925,G. Strachan
926,James C. Robertson
927,Teresa Southwick
928,Barbara H. Solomon
929,Judith Guest
930,Sandra Field
931,Helen Brooks
932,Blanche Fisher Wright
933,Blanche Fish Wright
934,George Gately
935,Dean R. Koontz
936,James Lee Burke
937,Michael Chabon
938,Barbara Michaels
939,Norton Juster
940,Jules Feiffer
941,Michael Blake
942,John Bellairs
943,Carole Nelson Douglas
944,William Goldman
945,Marc Reisner
946,Mark Bowden
947,Jonathan Pearce
948,Emily Bronte
949,Alain De Botton
950,Chuck Palahniuk
951,E. Annie Proulx
952,Adam Davies
953,Harry M. Walker
954,Nicholas Evans
955,L.M. Montgomery
956,Hermann Vinke
957,David Mitchell
958,Charles Bukowski
959,Haruki Murakami
960,Jay Rubin
961,Frances Hodgson Burnett
962,Gabriela Dellosso
963,Patricia C. Wrede
964,Jack London
965,Alex Kershaw
966,Bruce Wilkinson
967,David Kopp
968,Malcolm Goodway
969,Ann-Marie MacDonald
970,Linda Howard
971,Sue Miller
972,Sheri S. Tepper
973,Dr. Seuss
974,Theodor Seuss Geisel
975,Tobias Wolff
976,Isaac Bashevis Singer
977,Maurice Sendak
978,Gary Zukav
979,Alfred H. Kelly
980,Herman Belz
981,Winifred A. Harbison
982,John M. Cooper
983,D. S. Hutchinson
984,John M. Coop
985,B Kliban
986,Judy Blunt
987,William Trevor
988,Alice Walker
989,Stephen Gazi
990,Wallace Stegner
991,Don DeLillo
992,Ralph Ellison
993,Shel Silverstein
994,Jhumpa Lahiri
995,Liz Trigg
996,Tessa Evelegh
997,Stewart Walton
998,Sally Walto
999,Charles Sullivan
1000,Tom Robbins
1001,Ursula Hegi
1002,Samuel Richardson
1003,George Sherburn
1004,Valerie Martin
1005,Gill Farrer-Halls
1006,John Mordock
1007,Myron Korach
1008,Susan Bowes
1009,Diana Gabaldon
1010,Zadie Smith
1011,Natalie Goldberg
1012,Sue Grafton
1013,William J. Kennedy
1014,Bob Shacochis
1015,Randy Alcorn
1016,Nancy Cobb
1017,Connie Grigsby
1018,Margriet De Moor
1019,Helga Van Beuningen
1020,Dale Carnegie
1021,Clifford Stoll
1022,Sandra Cisneros
1023,Gary Paulsen
1024,Marguerite Henry
1025,Wesley Dennis
1026,Sherry Garland
1027,Ann Druyan
1028,Kimberly Kirberger
1029,Ariella Papa
1030,Michael J. Rosen
1031,Dawn Chipman
1032,Pamela Nelson
1033,Mari Florence
1034,Naomi Wax
1035,Shannon Olson
1036,Naylor
1037,Karen Stolz
1038,Clare Naylor
1039,Stephen Chbosky
1040,Margaret Weis
1041,Tracy Hickman
1042,Ivan Doig
1043,Margaret Sayers Peden
1044,Sylvia Nasar
1045,Ha Jin
1046,Elizabeth Laird
1047,Harlan Ellison
1048,Margaret Sayers Peden From The Span
1049,David M. Gitlitz
1050,Dr. Linda Kay Davidson
1051,Wolfgang Hohlbein
1052,Christoph Hein
1053,Gaby Hauptmann
1054,Carolyn See
1055,Christa Wolf
1056,Thomas Brussig
1057,Piers Vitebsky
1058,Christopher A. Weidner
1059,Robert Silverberg
1060,Gabriele Haefs
1061,Christopher Tolkien
1062,H.P. Lovecraft
1063,Pamela Grim
1064,Arthur C. Clarke
1065,Jay Bennett
1066,J. Applegate
1067,Michael J. Straczynski
1068,John Myers Myers
1069,Reay Tannahill
1070,Jack Whyte
1071,Peter Matthiessen
1072,Paul Kent
1073,Robin McKinley
1074,Patricia McKillip
1075,Joan Vinge
1076,James
1077,Hank Whittemore
1078,Caroline Hebard
1079,Ellyn Satter
1080,Bill Brittain
1081,August Wilson
1082,Marilynne Robinson
1083,Sigrid Nunez
1084,Paul Auster
1085,Amanda Scott
1086,John Fowles
1087,Fodor's
1088,A'Lelia Bundles
1089,Dorothy L. Sayers
1090,Jude Deveraux
1091,Anne Morrow Lindbergh
1092,Laurie R. King
1093,Jeanne DuPrau
1094,Louise Erdrich
1095,Melinda Haynes
1096,Belle Yang
1097,Carol Shields
1098,Tim Powers
1099,Jean Lorrah
1100,John Beer
1101,Cordula Swoboda Herzog
1102,Barbara Erskine
1103,Annegrit Arens
1104,Susanne Höbel
1105,Hans J. Alpers
1106,Jerome D. Salinger
1107,Hermann Hesse
1108,Claudia Von Zglinicki
1109,Thorsten Futh
1110,Linda Lael Miller
1111,Anna Jennet
1112,Elaine Crawford
1113,Dian
1114,Jane Feather
1115,William R. Forstchen
1116,Spider Robinson
1117,Dennis L. McKiernan
1118,Rush
1119,Lionel Fenn
1120,Carole Halston
1121,Christine Rimmer
1122,BJ James
1123,Truman Capote
1124,Beth Nimmo
1125,Darrell Scott
1126,Steve Rabey
1127,Johann Wolfgang Von Goethe
1128,Michael Hulse
1129,Michael H
1130,Thomas Elsaesser
1131,Adrian Plass
1132,Bridget Plass
1133,Stephen Quirke
1134,James Herbert
1135,William Sutcliffe
1136,JANOSCH
1137,Jean De Brunhoff
1138,Jean DeBrunhoff
1139,Philippe Fix
1140,Claudia Keller
1141,F. Paul Wilson
1142,Wulf Bergner
1143,Arnold A. Lazarus
1144,Clifford N. Lazarus
1145,Christoph Tr
1146,Clarissa Pinkola Estés
1147,Mascha Rabben
1148,Virginia Allen Jensen
1149,Dorcas Woodbury Haller
1150,John Paul Allen
1151,Alan M. Clark
1152,Hubert Jr Selby
1153,G. B. Trudeau
1154,Gary Larson
1155,Garrison Keillor
1156,Berke Breathed
1157,Barbara Ann Kipfer
1158,Stephen Fried
1159,George Stephanopoulos
1160,Rita Mae Brown
1161,Elaine Showalter
1162,Elaine Showalte
1163,Cornelia Funke
1164,Oliver Latsch
1165,Stan Lee
1166,J Kirby
1167,Camille Paglia
1168,James Kahn
1169,Devra Newberger Speregen
1170,Richard
1171,James McBride
1172,Louis Sachar
1173,Adam Mccauley
1174,Eric Van Lustbader
1175,Robert Asprin
1176,B.M. Mooyaart
1177,Eleanor Roosevelt
1178,Marshall Govindan
1179,Nomi Eve
1180,Bruce Catton
1181,William Gibson
1182,Clement Eaton
1183,H.G. Wells
1184,Darrell K. Sweet
1185,Judy Collins
1186,Oliver Sacks
1187,Annette Broadrick
1188,Rachel Cohn
1189,Carolyn Keene
1190,Rachel Naomi Remen
1191,Jayne Ann Krentz
1192,Joan Smith
1193,Kaye Gibbons
1194,Bryn C. Collins
1195,Peter Jennings
1196,Todd Brewster
1197,Eliza Osborne
1198,Howard Norman
1199,John Griesemer
1200,Marly A. Swick
1201,John L'Heureux
1202,Molly Ivins
1203,Forrest Carter
1204,Umberto Eco
1205,Greg Bear
1206,Kathy Reichs
1207,Jeffrey Deaver
1208,Martin Cruz Smith
1209,V.C. Andrews
1210,Stephen Hill
1211,E.W. Heine
1212,Donna Fletcher
1213,Jeanne Larsen
1214,Bari Wood
1215,James Gould Cozzens
1216,Reidar Jonsson
1217,Marianne Ruuth
1218,June Vendall Clark
1219,Robert Reilly
1220,Kem Nunn
1221,Larry King
1222,Ernest J. Gaines
1223,Anne Lamott
1224,Bret Lott
1225,Zora Neale Hurston
1226,Jude Fisher
1227,Salman Rushdie
1228,G. P. Taylor
1229,Bill Bryson
1230,Ron Walotsky
1231,Judy Astley
1232,Roger E. Allen
1233,Margaret Tempest
1234,Maureen Bradley
1235,James Barclay
1236,Kahlil Gibran
1237,LIBBY PURVES
1238,Jane Kirkpatrick
1239,Tess Gerritsen
1240,Olive Ann Burns
1241,Michael Ende
1242,Ralph Manheim
1243,Annie Proulx
1244,Corrie Ten Boom
1245,John Sherrill
1246,Elizabeth Sherrill
1247,Bodie Thoene
1248,Brock Thoene
1249,Marlo Schalesky
1250,Michael Paterniti
1251,Dorothy R. Miller
1252,Steve Martin
1253,Banana Yoshimoto
1254,Ann Rae Jonas
1255,Reader's Digest
1256,Joseph Campbell
